HSN,NAME,GST,,,,,
0601.10.00,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant in growth or in flower",0,,,,,
0601.20.00,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots ",0,,,,,
0601.20.21,Chicory plants,0,,,,,
0601.20.22,Chicory roots,0,,,,,
0601.20.90,Other than roots of heading 1212,0,,,,,
0602.00.00,"Other live plants (including their roots), cuttings and slips; mushroom spawn",0,,,,,
0602.10.00,Unrooted cuttings and slips,0,,,,,
0602.20.00,"Trees, shrubs and bushes, grafted or not, of kinds, which bear edible fruits or nuts",0,,,,,
0602.30.00,"Rhododendrons and azaleas, grafted or not",0,,,,,
0602.40.00,"Roses, grafted or not",0,,,,,
0602.90.10,Mushroom spawn grafted or not,0,,,,,
0602.90.20,Flowering plants (Excluding roses and rhododerndrons) grafted or not,0,,,,,
0602.90.30,Tissue culture plant grafted or not,0,,,,,
0602.99.00,"Herbaceous perennials: orchid plants, with soil attached to roots: chrysanthemums no, trees and poinsettias grafted or not",0,,,,,
0603.00.00,"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared",0,,,,,
0603.11.00,Fresh roses,0,,,,,
0603.12.00,Fresh carnations,0,,,,,
0603.13.00,Fresh orchids,0,,,,,
0603.14.00,Fresh chrysanthemums,0,,,,,
0603.90.00 �,"Cut flowers and flower buds (dried, dyed, bleached, otherwise prepared)",0,,,,,
0604.00.00 �,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental puposes, fresh, dried, dyed, bleached, imregnated or otherwise prepared",0,,,,,
0604.10.00,Mosses and lichens,0,,,,,
0604.99.00,"Foliage, branches, other parts of plants; grass (dried, otherwise prepared)",0,,,,,
0701.00.00,Potatoes fresh or chilled,0,,,,,
0701.10.00,Potato Seed,0,,,,,
0702.00.00,"Tomatoes, fresh or chilled",0,,,,,
0702.10.00,Cherry,0,,,,,
0702.30.00,Roma (plum type),0,,,,,
0703.00.00,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled",0,,,,,
0703.10.00,Onions and shallots: onion sets,0,,,,,
0703.20.00 �,Garlic,0,,,,,
0703.90.00,Leeks and other alliaceous vegetables,0,,,,,
0704.00.00 �,"Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled",0,,,,,
0704.10.00,"Cauliflower and headed broccoli (brassica oleracea, var botrytis)",0,,,,,
0704.20.00 �,Brussels sprouts,0,,,,,
0704.90.00,"Other (including sprouting broccoli, (brassica oleracea var italica), cabbage, broccoli",0,,,,,
0705.00.00,"Lettuce (Lactucasativa) and chicory (cichorium spp.), fresh or chilled",0,,,,,
0705.11.00 �,Head lettuce (cabbage lettuce),0,,,,,
0705.21.00,Witloof chicory (cichorium intybus var foliosum),0,,,,,
0706.00.00,"Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar eidble roots, fresh or chilled",0,,,,,
0706.10.00,Carrots and turnips,0,,,,,
0706.90.10,Horse radish fresh or chilled,0,,,,,
0706.90.20,Other radish fresh or chilled,0,,,,,
0706.90.30,Salad beetroot fresh or chilled,0,,,,,
0706.90.90,"Carrots, turnips & other edible roots, fresh or chill: Other",0,,,,,
0707.00.00,"Cucumbers and gherkins, fresh or chilled",0,,,,,
0708.00.00,"Leguminous vegetables, shelled or unshelled, fresh or chilled",0,,,,,
0708.10.00,"Peas (pisum sativum) shelled or unshelled, fresh or chilled",0,,,,,
0708.20.00,"Beans (vigna spp, phaseolus spp) shelled or unshelled, fresh or chilled",0,,,,,
0708.90.00,"Other leguminous vegetables shelled or unshelled, fresh or chilled",0,,,,,
0709.00.00,"Other vegitables, fresh or chilled",0,,,,,
0709.10.00,Globe artichokes fresh or chilled,0,,,,,
0709.20.00,Asparagus fresh or chilled,0,,,,,
0709.30.00,Eggplants (aubergines) fresh or chilled,0,,,,,
0709.40.00 �,Celery other than celeriac fresh or chilled,0,,,,,
0709.51.00,Mushrooms of the genus agaricus,0,,,,,
0709.52.00,Truffles,0,,,,,
0709.59.00,Other mushrooms,0,,,,,
0709.60.00,"Fruits of the genus capsicum (peppers) or of the genus pimenta (eg, allspice)",0,,,,,
0709.60.10,Green Chilly of the genus capsicum or of the genus pimenta,0,,,,,
0709.60.90,Other Capsicum,0,,,,,
0709.70.00,"Spinach, new zealand spinach and orache spinach (garden spinach)",0,,,,,
0709.90.10,Olives,0,,,,,
0709.90.20,Curry Banana (Plantain),0,,,,,
0709.90.30,Pumpkins,0,,,,,
0709.90.40,Green Pepper ,0,,,,,
0709.90.50,Mixed vegetables,0,,,,,
0700.00.00,"Herb, bark, dry plant, dry root, commonly known as jari booti and dry flower",5,,,,,
0710.00.00,"Vegetables (uncooked or cooked by steaming or boiling in water), frozen",5,,,,,
0710.10.00 �,Potatoes uncooked or cooked by steaming or boiling in water,5,,,,,
0710.21.00,"Peas (pisum sativum) shelled or unshelled, fresh or chilled",5,,,,,
0710.22.00,"Beans (vigna spp, phaseolus spp) shelled or unshelled, fresh or chilled",5,,,,,
0710.29.00,"Other leguminous vegetables (uncooked, cooked by steaming or boiling in)",5,,,,,
0710.30.00,"Spinach, new zealand spinach and orache spinach(garden spinach)",5,,,,,
0710.40.00,Sweet corn,5,,,,,
0710.80.00,Other vegetables un cooked or cooked by steaming or boiling in water,5,,,,,
0710.80.10,Terragon un cooked or cooked by steaming or boiling in water,5,,,,,
0711.00.00,"Vegetables provisionally preserved (for example, by sulphur dioxide gas, in brine, insulphur water or in other preservative solution), but unsuitable in that state for immediate consumption ",5,,,,,
0711.10.00,Onions provisionally preserved,5,,,,,
0711.20.00,Olives provisionally preserved,5,,,,,
0711.30.00,Capers provisionally preserved,5,,,,,
0711.40.00,Cucumbers and gherkins provisionally preserved,5,,,,,
0711.51.00,Mushrooms of the genus agaricus provisionally preserved,5,,,,,
0711.90.10,Green pepper in brine provisionally preserved,5,,,,,
0711.90.20,Assorted canned vegetables provisionally preserved,5,,,,,
0712.00.00,"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared",0,,,,,
0712.10.00,Potatoes whether or not cut or sliced but not further prepared,0,,,,,
0712.20.00,Onions: powder or flour,0,,,,,
0712.30.00 �,Mushrooms and truffles,0,,,,,
0712.31.00 �,Mushrooms of the genus agaricus,0,,,,,
0712.32.00 �,Wood ears (Auricularia spp.),0,,,,,
0712.33.00 �,Jelly fungi (tremella spp.),0,,,,,
0712.90.00,Other vegetables  mixtures of vegetables: garlic: powder or flour sweet corn seeds of a kind used for sowing other vegetables,0,,,,,
0712.90.10,"Asparagus, dried",0,,,,,
0712.90.20,Dehydrated garlic powder,0,,,,,
0712.90.30,Dehydrated garlic flakes,0,,,,,
0712.90.40,Dried Garlic,0,,,,,
0712.90.50,"Marjoram, oregano",0,,,,,
0712.90.60,Potatoes powder or flour,0,,,,,
0713.00.00,"Dried leguminous vegetables, shelled, whether or not skinned or split",0,,,,,
0713.00.00,"Leguminous vegetables, dried shelled",0,,,,,
0713.10.00,"Peas (pisum sativum): seeds of a kind used for sowing split peas, green peas, yellow peas, austrian winter peas",0,,,,,
0713.20.00,"Chickpeas (garbanzos), seeds of a kind used for sowing, beans (vigna spp, phaseolus spp):",0,,,,,
0713.31.00,Beans of the species vigna mungo (l) hepper or vigna radiata (l) wilczek: seeds of a kind used for sowing,0,,,,,
0713.32.00,"Small red (adzuki) beans (phaseolus or vigna angularis),seeds of a kind used for sowing",0,,,,,
0713.33.00,"Kidney beans, including white pea beans(phaseolus vulgaris): seeds of a kind used for sowing, navy or pea beans, dark red kidney beans, light red kidney beans",0,,,,,
0713.39.00,"Seeds of a kind used for sowing, cowpeas, black beans, great northern beans, baby lima beans other lima beans, pinto beans, other white beans",0,,,,,
0713.40.00,Lentils: seeds of a kind used for sowing,0,,,,,
0713.50.00,Broad beans (vicia faba var major) and horse beans (vicia faba var equina and vicia faba var minor):seeds of a kind used for sowing,0,,,,,
0713.90.00,Seeds of a kind used for sowing,0,,,,,
0714.00.00,"Manioc arrowroot, salep, Jerusalem, artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh or chilled; sago pith",0,,,,,
0714.00.00,"Manioc arrowroot, salep, Jerusalem, artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, frozen or dried, whether or not sliced or in the form of pellets.",5,,,,,
0714.10.00,"Cassava (manioc) Tapioca, dried fresh or chilled",0,,,,,
0714.20.00,Sweet potatoes fresh or chilled,0,,,,,
0714.90.00,Other roots and tubers with high starch or inulin content  sago pith,0,,,,,
0801.00.00,"Brazil nuts & cashew nuts, fresh or dried, whether or not shelled or peeled.",12,,,,,
0801.00.00,"Coconuts fresh or dried, whether or not shelled or peeled.",0,,,,,
0801.10.00 �,Coconuts,0,,,,,
0801.11.00,Dessicated coconut,0,,,,,
0801.19.90,Other coconut products,0,,,,,
0801.20.00,Brazil nuts,12,,,,,
0801.21.00,Brazil nuts in shell,12,,,,,
0801.22.00,Brazil nuts shelled,12,,,,,
0801.31.00,Raw cashew,12,,,,,
0802.00.00,"Other nuts, fresh such as Almonds, Hazelnuts or filberts (Coryius spp.) walnuts Chestnuts (Castabea spp.)",0,,,,,
0802.00.00,"Other nuts, dried whether or not shelled or peeled such as Almonds, Hazelnuts or filberts (Coryius spp.) walnuts Chestnuts (Castabea spp.), Pistachios, Macadamia Nuts, Kola nuts (Cola spp.), other than areca nuts",12,,,,,
0802.00.00,"Dried areca nuts, whether or not shelled or peeled",5,,,,,
0802.11.00,Almond (in shell  fresh ),0,,,,,
0802.11.00,Almond (in shell  dried),12,,,,,
0802.21.00,"Hazelnuts, filberts (in shell; fresh )",0,,,,,
0802.21.00,"Hazelnuts, filberts (in shell; dried)",12,,,,,
0802.31.00 �,Walnuts in shell - fresh,0,,,,,
0802.31.00,Walnet in shell - dried,12,,,,,
0802.40.00,"Chestnuts, castanea spp (shelled or not; fresh )",0,,,,,
0802.40.00,"Chestnuts, castanea spp (shelled or not; dried)",12,,,,,
0802.50.00,Pistachios (shelled or not) - fresh,0,,,,,
0802.50.00,Pistachios (shelled or not) - dried,12,,,,,
0802.60.00,Macadamia (shelled or not  fresh),0,,,,,
0802.60.00,Macadamia (shelled or not  dried),12,,,,,
0802.90.11,Arecanut/Betel nut dried,5,,,,,
0803.00.00,"Bananas including plantains, fresh or dried",0,,,,,
0804.00.00,"Dates, figs, pineapples, avocados, guavas, mangoes, and mangosteens, fresh",0,,,,,
0804.00.00,"Dates, figs, pineapples, avocados, guavas, mangoes, and mangosteens, dried",12,,,,,
0804.10.00,Dates - fresh,0,,,,,
0804.10.20,Soft / wet dates,0,,,,,
0804.10.30,Hard dates (dry dates),12,,,,,
0804.20.00,Figs,0,,,,,
0804.20.90,Dried Figs ,12,,,,,
0804.30.00,Pineapples - fresh,0,,,,,
0804.30.00,Pineapples - dried,12,,,,,
0804.40.00,Avocados - fresh,0,,,,,
0804.40.00,Avocados - dried,12,,,,,
0804.50.00,"Guavas, mangoes and mangosteens - fresh",0,,,,,
0804.50.00,"Guavas, mangoes and mangosteens - dried",12,,,,,
0804.50.30,"Mangoes, sliced dried",12,,,,,
0805.00.00,"Citrus fruit, such as Oranges, Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids, grapefruit including pemelos, Lemons (Citrus limon, citurs limonum) and limes (citrus aurantifolia, citurs latifolia), fresh ",0,,,,,
0805.10.00,Oranges fresh,0,,,,,
0805.12.00 �,Temple oranges - fresh,0,,,,,
0805.20.00,"Mandarins (including tangerines and satsumas);clementines, wilkings and similar citrus hybrids:",0,,,,,
0805.22.00,Tangerines - fresh,0,,,,,
0805.40.00,Grapefruit including pemelos,0,,,,,
0805.50.00,"Lemons (citrus limon, citrus limonum) and limes(citrus aurantifolia), lemons , limes",0,,,,,
0805.90.00,Other citrus fruit (fresh ),0,,,,,
0806.00.00,"Grapes, fresh",0,,,,,
0806.00.00,"Grapes, dried, and raisins",12,,,,,
0806.10.00,Fresh grapes,0,,,,,
0806.20.00,Dried (including raisins),12,,,,,
0806.20.10,Dried grapes (Raisins),12,,,,,
0807.00.00,"Melons (including watermelons) and papayas, fresh",0,,,,,
0807.10.00,"Melons (including watermelons), cantaloupes, watermelons (Other melons)",0,,,,,
0807.20.00,Papayas (papaws),0,,,,,
0808.00.00,"Apples, pears and quinces, fresh",0,,,,,
0808.10.00,Fresh Apples,0,,,,,
0808.20.00,Fresh Pears and quinces,0,,,,,
0809.00.00,"Apricots, cherries, peaches (including nectarines), plums & sloes, fresh",0,,,,,
0809.10.00,Apricots - Fresh,0,,,,,
0809.20.00 �,Cherries - Fresh,0,,,,,
0809.22.00,Sweet varieties fresh,0,,,,,
0809.24.00,Tart varieties fresh,0,,,,,
0809.30.00,"Peaches, including nectarines fresh",0,,,,,
0809.40.00,Plums (including prune plums) and sloes fresh,0,,,,,
0810.00.00 �,"Other fruit scuh as strawberries, rasberries, blackberries, mulberries, black, white or red currants and gooseberries cranberries, bilberries and other fruits of the genus vaccinium, kiwi fruit, Durians, Persimmons, Pomegranates, Tamarind, Sapota (Chico), Custard-apple (ata), Bore, Lichi, fresh",0,,,,,
0810.10.00,Strawberries,0,,,,,
0810.20.00,"Raspberries, blackberries, mulberries and loganberries",0,,,,,
0810.30.00,"Black, white or red currants and gooseberries (other than kiwi fruit)",0,,,,,
0810.40.00 �,"Cranberries, blueberries and other fruits of the genus vaccinium: blueberries ",0,,,,,
0810.50.00,Kiwifruit,0,,,,,
0810.60.00,Durians,0,,,,,
0810.90.10,Pomegranates,0,,,,,
0811.00.00,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter.",5,,,,,
0811.10.00,Strawberries,5,,,,,
0811.10.10,Strawberries contained added sugar,5,,,,,
0811.10.20,Straberries not sontained added sugar,5,,,,,
0811.20.00,"Raspberries, blackberries, mulberries, loganberries, black, white or red currants andgooseberries (other than kiwi fruit)",5,,,,,
0811.20.10,"Raspberries, blackberries, mulberries, loganberries, black, white or red currants andgooseberries (other than kiwi fruit) contained added sugar",5,,,,,
0811.20.20,"Raspberries, blackberries, mulberries, loganberries, black, white or red currants andgooseberries (other than kiwi fruit) not sontained added sugar",5,,,,,
0811.90.00,"Wild, cultivated cherries: sweet varieties, tart varieties",5,,,,,
0811.90.10,"Wild, cultivated cherries: sweet varieties, tart varieties - Contained added sugar",5,,,,,
0811.90.90,"Wild, cultivated cherries: sweet varieties, tart varieties - not sontained added sugar",5,,,,,
0812.10.00,"Fruit and nuts, provisionally preserved (for example, by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), but unsuitable in that state for immediate consumption.",5,,,,,
0812.90.00,Mango slices in brine,5,,,,,
0812.90.00,Other fruit and nuts (provisionally preserved by preservative solution),5,,,,,
0813.00.00,"Fruit, dried, other than that of Heading 801 to 0806; mistures of nuts or dried fruits of Chapter 8",12,,,,,
0813.10.00,"Apricots, prunes",12,,,,,
0813.20.00,Dried prunes,12,,,,,
0813.30.00,Apples,12,,,,,
0813.40.00,Other fruit: wild blueberries,12,,,,,
0813.40.20,Singoda whole (Water nut),12,,,,,
0813.40.90,Otherdried fruits,12,,,,,
0813.50.00,Mixtures of nuts or dried fruits of Chapter 8,12,,,,,
0813.52.00,Mixtures of nuts or dried fruits  - Containing only fruit,12,,,,,
0813.54.00,Mixtures of nuts or dried fruits  - Containing only nuts,12,,,,,
0814.00.00,"Peel of citrus fruit or melon including watermelons), fresh",0,,,,,
0814.00.00 �,"Peel of citrus fruit or melons (including watermelons), frozen, dried or provisionally preserved in brine, in sulfur water or in other preservative solutions",5,,,,,
0901.00.00,Coffee beans - not roasted,0,,,,,
0901.00.00,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion, other than coffee beans not roasted.",5,,,,,
0901.11.00,"Coffee (not roasted, not decaffeinated)",5,,,,,
0901.12.00,"Coffee (not roasted, decaffeinated)",5,,,,,
0901.21.00,"Coffee (roasted, not decaffeinated)",5,,,,,
0901.22.00,"Coffee (roasted, decaffeinated)",5,,,,,
0901.30.00,Coffee husks and skins,5,,,,,
0901.40.00,Coffee substitutes containing coffee,5,,,,,
0902.00.00,Unprocessed green leaves of tea,0,,,,,
0902.00.00,"Tea, whether or not flavoured, other than unporcessed green leaves of tea",5,,,,,
0902.10.00,Green tea (not fermented) in immediate packings of a content not exceeding 3 (661 lb),5,,,,,
0902.20.00,Other green tea (not fermented),5,,,,,
0902.20.10,Green tea in packets with contents exceeding 3 Kg but not excedding 20 Kg,5,,,,,
0902.20.20,Green Tea in bulk,5,,,,,
0902.20.30,"Green tea agglomerated in forms such as ball, brick and tables",5,,,,,
0902.20.40,Green tea waste,5,,,,,
0902.30.00,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3(661 lb)",5,,,,,
0902.40.00,Other black tea (fermented) and other partly fermented tea,5,,,,,
0903.00.00,Mate,5,,,,,
0904.00.00 �,"Pepper of genus piper, dried or crushed or ground fruits of the genus Capsicum or  of the genus pimenta",5,,,,,
0904.11.00,Pepper neither crushed nor ground ,5,,,,,
0904.11.10,"Pepper, long",5,,,,,
0904.11.20,Light black pepper,5,,,,,
0904.11.30,"Black pepper, grabled",5,,,,,
0904.11.40,Black pepper ungarbled,5,,,,,
0904.11.50,"Green pepper, dehydrated",5,,,,,
0904.11.60,Pepper pinheads,5,,,,,
0904.11.70,"Green pepper, frozen or dried",5,,,,,
0904.11.80,"Pepper other than green, forzen",5,,,,,
